hex_id,edge_id
8a1f8d98bd47fff,-201950247#0
8a1f8d98bd47fff,-201950250#2
8a1f8d98bd47fff,-26677216#0
8a1f8d98bd47fff,-40888351#0
8a1f8d98bd47fff,-54169231#2
8a1f8d98bd47fff,201950247#0
8a1f8d98bd47fff,201950250#2
8a1f8d98bd47fff,26677216#0
8a1f8d98bd47fff,40888351#0
8a1f8d98bd47fff,54169231#2
8a1f8d98bd4ffff,-201950247#0
8a1f8d98bd4ffff,-40888354#1
8a1f8d98bd4ffff,201950247#0
8a1f8d98bd4ffff,201950247#1
8a1f8d98bd4ffff,40888351#0
8a1f8d98bd4ffff,40888354#0
8a1f8d98bd4ffff,40888354#1
8a1f8d98bd57fff,-54169231#1
8a1f8d98bd57fff,-54169231#2
8a1f8d98bd57fff,54169231#1
8a1f8d98bd57fff,54169231#2
8a1f8d98bd5ffff,-201950247#3
8a1f8d98bd5ffff,-26677216#1
8a1f8d98bd5ffff,-26677216#2
8a1f8d98bd5ffff,-26677216#4
8a1f8d98bd5ffff,-53396619#6
8a1f8d98bd5ffff,201950247#1
8a1f8d98bd5ffff,201950247#3
8a1f8d98bd5ffff,26677216#1
8a1f8d98bd5ffff,26677216#2
8a1f8d98bd5ffff,26677216#3
8a1f8d98bd5ffff,53396619#6
8a1f8d98bd67fff,-201950250#0
8a1f8d98bd67fff,-201950250#1
8a1f8d98bd67fff,-26677214#5
8a1f8d98bd67fff,-26677216#0
8a1f8d98bd67fff,-26677540#2
8a1f8d98bd67fff,201950250#0
8a1f8d98bd67fff,201950250#1
8a1f8d98bd67fff,26677214#5
8a1f8d98bd67fff,26677216#0
8a1f8d98bd67fff,26677540#2
8a1f8d98bd6ffff,-201950250#2
8a1f8d98bd6ffff,-26677539
8a1f8d98bd6ffff,-40888351#0
8a1f8d98bd6ffff,201950250#2
8a1f8d98bd6ffff,26677539
8a1f8d98bd6ffff,40888351#0
8a1f8d98bd77fff,-54169231#0
8a1f8d98bd77fff,-54169231#1
8a1f8d98bd77fff,26677214#3
8a1f8d98bd77fff,54169231#0
8a1f8d98bd77fff,54169231#1
8a1f8d98bd87fff,-173203413#7
8a1f8d98bd87fff,-22724699#6
8a1f8d98bd87fff,173203413#0
8a1f8d98bd87fff,22724699#3
8a1f8d98bd8ffff,-173203413#7
8a1f8d98bd97fff,-40888356#6
8a1f8d98bd97fff,40888356#0
8a1f8d98bd9ffff,-173203413#7
8a1f8d98bd9ffff,173203413#0
8a1f8d98bd9ffff,176550249#3
8a1f8d98bd9ffff,201201953#2
8a1f8d98bd9ffff,201201953#4
8a1f8d98bdaffff,-22724699#1
8a1f8d98bdaffff,-22724699#2
8a1f8d98bdaffff,22724699#0
8a1f8d98bdaffff,22724699#2
8a1f8d98bdaffff,40888360#0
8a1f8d98bdb7fff,-22724699#11
8a1f8d98bdb7fff,-22724699#6
8a1f8d98bdb7fff,-40888356#6
8a1f8d98bdb7fff,22724699#3
8a1f8d98bdb7fff,22724699#7
8a1f8d98bdb7fff,40888356#0
